Ensembl gene ID	Gene symbol	Chromosome	Transcript start (hg19)	Transcript end (hg19)	P value	False discovery rate
ENSG00000117020	AKT3	1	243651535	244014381	0.000456836953863	<0.01
ENSG00000117155	SSX2IP	1	85109390	85156486	5.82884542685e-05	<0.01
ENSG00000117523	PRRC2C	1	171454651	171562650	0.000292816158622	<0.01
ENSG00000117533	VAMP4	1	171669300	171711387	0.000641200255524	<0.05
ENSG00000117569	PTBP2	1	97187221	97280349	4.33004309632e-06	<0.01
ENSG00000117614	SYF2	1	25549170	25558993	0.000282435884689	<0.01
ENSG00000117625	RCOR3	1	211431719	211489727	1.2091786148e-05	<0.01
ENSG00000117713	ARID1A	1	27022524	27108595	3.31887915343e-05	<0.01
ENSG00000118200	CAMSAP2	1	200708686	200829832	0.000465811550455	<0.01
ENSG00000118454	ANKRD13C	1	70726271	70820417	2.43759687882e-06	<0.01
ENSG00000118873	RAB3GAP2	1	220321635	220445796	8.31342086869e-06	<0.01
ENSG00000119280	C1orf198	1	230972865	231005335	0.00069228880945	<0.05
ENSG00000121481	RNF2	1	185014496	185071740	1.25723660036e-05	<0.01
ENSG00000121753	BAI2	1	32192718	32230494	0.000194617046111	<0.01
ENSG00000121774	KHDRBS1	1	32479430	32526451	1.62212704663e-07	<0.01
ENSG00000121848	RNF115	1	145611036	145690661	0.000512571598992	<0.01
ENSG00000121905	HPCA	1	33351595	33364042	7.20802959283e-05	<0.01
ENSG00000126705	AHDC1	1	27860546	27930942	1.67470189129e-05	<0.01
ENSG00000127483	HP1BP3	1	21069154	21113816	1.01400442262e-05	<0.01
ENSG00000127603	MACF1	1	39546988	39952789	0.000394203409085	<0.01
ENSG00000130766	SESN2	1	28586038	28609002	0.000102048246143	<0.01
ENSG00000130939	UBE4B	1	10092890	10241297	0.000606605762571	<0.05
ENSG00000131584	ACAP3	1	1227756	1244989	4.71464255005e-06	<0.01
ENSG00000132128	LRRC41	1	46726868	46769280	0.000285342883029	<0.01
ENSG00000132692	BCAN	1	156611182	156629324	0.000161251772947	<0.01
ENSG00000133019	CHRM3	1	239549865	240078750	9.30139685381e-05	<0.01
ENSG00000133059	DSTYK	1	205111632	205180727	8.20632087324e-07	<0.01
ENSG00000133069	TMCC2	1	205197304	205242471	0.000424072798165	<0.01
ENSG00000134371	CDC73	1	193091147	193223031	3.50470257279e-06	<0.01
ENSG00000134644	PUM1	1	31404353	31538838	0.000108648750465	<0.01
ENSG00000137941	TTLL7	1	84330711	84464833	0.000110542255854	<0.01
ENSG00000142599	RERE	1	8412457	8877702	1.53165384583e-07	<0.01
ENSG00000142784	WDTC1	1	27561007	27635110	3.16911149077e-05	<0.01
ENSG00000143013	LMO4	1	87794151	87812788	1.49432447986e-06	<0.01
ENSG00000143126	CELSR2	1	109792641	109818377	8.3313005239e-05	<0.01
ENSG00000143155	TIPRL	1	168148171	168169950	0.000132172369649	<0.01
ENSG00000143164	DCAF6	1	167905021	168045081	0.000432212703677	<0.01
ENSG00000143207	RFWD2	1	175911248	176176629	1.14350206976e-06	<0.01
ENSG00000143258	USP21	1	161129240	161135513	8.74212645868e-05	<0.01
ENSG00000143324	XPR1	1	180601140	180859387	0.000310140852427	<0.01
ENSG00000143363	PRUNE	1	150980896	151008189	2.8395592216e-06	<0.01
ENSG00000143368	SF3B4	1	149895209	149900236	3.78895895456e-05	<0.01
ENSG00000143373	ZNF687	1	151254094	151264381	4.62314966658e-06	<0.01
ENSG00000143376	SNX27	1	151584541	151671567	2.81122462127e-10	<0.01
ENSG00000143393	PI4KB	1	151264273	151300191	0.000292695085561	<0.01
ENSG00000143398	PIP5K1A	1	151170425	151222012	1.9587744839e-06	<0.01
ENSG00000143420	ENSA	1	150573327	150602088	0.000194251908847	<0.01
ENSG00000143437	ARNT	1	150782181	150849244	0.00019714523713	<0.01
ENSG00000143473	KCNH1	1	210856555	211307457	0.000325202845725	<0.01
ENSG00000143614	GATAD2B	1	153777201	153895451	4.74959307013e-08	<0.01
ENSG00000143740	SNAP47	1	227916240	227968927	0.000164315330645	<0.01
ENSG00000143761	ARF1	1	228270361	228286912	0.00016084263766	<0.01
ENSG00000143776	CDC42BPA	1	227177566	227506175	1.47718610636e-06	<0.01
ENSG00000143786	CNIH3	1	224622362	224928251	0.000575680973704	<0.01
ENSG00000143847	PPFIA4	1	202995626	203047864	8.05377517377e-05	<0.01
ENSG00000143862	ARL8A	1	202102532	202113869	0.000106388952241	<0.01
ENSG00000146463	ZMYM4	1	35734568	35887659	2.6453663075e-05	<0.01
ENSG00000149527	PLCH2	1	2398898	2436969	0.000363429824384	<0.01
ENSG00000152092	ASTN1	1	176826438	177134109	0.000104464814483	<0.01
ENSG00000154429	C1orf96	1	229456758	229479041	0.000180665481635	<0.01
ENSG00000155816	FMN2	1	240177648	240655529	0.000200846511848	<0.01
ENSG00000157064	NMNAT2	1	183217372	183387737	0.000149115876688	<0.01
ENSG00000157077	ZFYVE9	1	52608046	52812358	1.37523301419e-06	<0.01
ENSG00000157216	SSBP3	1	54692190	54879152	3.50826047025e-07	<0.01
ENSG00000158161	EYA3	1	28296855	28415207	5.57421762788e-06	<0.01
ENSG00000158195	WASF2	1	27730730	27816669	3.87793057777e-05	<0.01
ENSG00000158773	USF1	1	161009041	161015767	5.99062499097e-07	<0.01
ENSG00000158796	DEDD	1	161090764	161102478	0.000110896149558	<0.01
ENSG00000159023	EPB41	1	29213603	29446553	3.10489258196e-05	<0.01
ENSG00000159409	CELF3	1	151674880	151689290	0.000101810189929	<0.01
ENSG00000159592	GPBP1L1	1	46092976	46153785	3.21555966623e-06	<0.01
ENSG00000160050	CCDC28B	1	32665987	32670988	0.000285458990768	<0.01
ENSG00000160058	BSDC1	1	32830704	32860332	0.000337870237507	<0.01
ENSG00000160087	UBE2J2	1	1189289	1209265	0.00019542883787	<0.01
ENSG00000160710	ADAR	1	154554538	154600475	3.23286237113e-08	<0.01
ENSG00000160714	UBE2Q1	1	154521053	154531504	5.56094331692e-05	<0.01
ENSG00000160716	CHRNB2	1	154540257	154552502	0.000304066708417	<0.01
ENSG00000160741	CRTC2	1	153920145	153931101	5.16515641608e-05	<0.01
ENSG00000160753	RUSC1	1	155290687	155300905	0.000379709515501	<0.01
ENSG00000160783	PMF1	1	156182773	156213123	0.000698396986826	<0.05
ENSG00000160789	LMNA	1	156052364	156109880	0.000616159299267	<0.05
ENSG00000160803	UBQLN4	1	156005092	156023585	6.02433892657e-06	<0.01
ENSG00000162374	ELAVL4	1	50513686	50669458	2.87951292718e-08	<0.01
ENSG00000162378	ZYG11B	1	53192126	53293014	9.01565401263e-08	<0.01
ENSG00000162402	USP24	1	55532032	55681039	0.000105485396331	<0.01
ENSG00000162415	ZSWIM5	1	45482071	45771881	1.56503230045e-07	<0.01
ENSG00000162434	JAK1	1	65298912	65432187	0.000221728778317	<0.01
ENSG00000162437	RAVER2	1	65210778	65298915	0.000126801727921	<0.01
ENSG00000162599	NFIA	1	61330931	61928465	0.000187254507759	<0.01
ENSG00000162636	FAM102B	1	109102711	109187522	0.000698134242575	<0.05
ENSG00000162923	WDR26	1	224572845	224624735	1.87067064768e-09	<0.01
ENSG00000163125	RPRD2	1	150335567	150449042	4.76695959534e-05	<0.01
ENSG00000163159	VPS72	1	151142463	151167797	0.000207490247464	<0.01
ENSG00000163349	HIPK1	1	114471814	114520426	9.3022917786e-06	<0.01
ENSG00000163486	SRGAP2	1	206516198	206637783	1.69718795338e-05	<0.01
ENSG00000163873	GRIK3	1	37261128	37499730	0.000108385590008	<0.01
ENSG00000163875	MEAF6	1	37958176	37980375	0.00027630596399	<0.01
ENSG00000168159	RNF187	1	228674762	228683467	9.92305059349e-12	<0.01
ENSG00000168243	GNG4	1	235710987	235814054	0.000487941097739	<0.01
ENSG00000168710	AHCYL1	1	110527308	110566357	1.23814668784e-06	<0.01
ENSG00000171385	KCND3	1	112313284	112531777	0.000504538907379	<0.01
ENSG00000171603	CLSTN1	1	9789084	9884584	0.000436028588859	<0.01
ENSG00000171735	CAMTA1	1	6845384	7827916	9.03962313348e-13	<0.01
ENSG00000171786	NHLH1	1	160336857	160342638	1.61883866418e-07	<0.01
ENSG00000173726	TOMM20	1	235272651	235292251	0.000256051173044	<0.01
ENSG00000174574	AKIRIN1	1	39456895	39471731	5.58203554442e-05	<0.01
ENSG00000176444	CLK2	1	155232659	155248282	0.000474002251469	<0.01
ENSG00000177181	RIMKLA	1	42846466	42880850	0.000347658334542	<0.01
ENSG00000177551	NHLH2	1	116378998	116386538	2.60912724237e-06	<0.01
ENSG00000179456	ZNF238	1	244214583	244220778	8.30519048161e-10	<0.01
ENSG00000182827	ACBD3	1	226332380	226374431	0.000315208485169	<0.01
ENSG00000184007	PTP4A2	1	32372022	32410457	0.00018508183746	<0.01
ENSG00000185090	MANEAL	1	38259474	38266809	0.000260466222995	<0.01
ENSG00000185668	POU3F1	1	38509523	38512450	5.14265485136e-06	<0.01
ENSG00000187147	RNF220	1	44870866	45117396	7.85372692412e-07	<0.01
ENSG00000189339	SLC35E2B	1	1592939	1624167	2.40130632232e-05	<0.01
ENSG00000197323	TRIM33	1	114935399	115053781	1.10117250531e-06	<0.01
ENSG00000197530	MIB2	1	1550795	1565990	2.88310606369e-05	<0.01
ENSG00000197852	C1orf183	1	112223252	112298446	8.50810623225e-05	<0.01
ENSG00000197959	DNM3	1	171810621	172387606	0.000344326704239	<0.01
ENSG00000198216	CACNA1E	1	181382238	181777219	0.000254645373895	<0.01
ENSG00000198492	YTHDF2	1	29063133	29096287	0.000171762978702	<0.01
ENSG00000198625	MDM4	1	204485511	204542871	0.000492492445299	<0.01
ENSG00000198797	FAM5B	1	177140063	177251558	1.40062067178e-05	<0.01
ENSG00000198815	FOXJ3	1	42642210	42801548	4.32867976151e-10	<0.01
ENSG00000198952	SMG5	1	156219015	156252616	0.000138756872101	<0.01
ENSG00000204060	FOXO6	1	41827594	41849262	1.6578507713e-10	<0.01
ENSG00000204138	PHACTR4	1	28696114	28826881	0.000543684315949	<0.01
ENSG00000204624	PTCHD2	1	11539223	11597641	7.29168592618e-05	<0.01
ENSG00000213190	MLLT11	1	151030234	151040970	1.6467671035e-06	<0.01
ENSG00000215790	SLC35E2	1	1656277	1677431	7.25677471018e-06	<0.01
ENSG00000008869	HEATR5B	2	37195526	37311485	5.96242345849e-09	<0.01
ENSG00000018510	AGPS	2	178257372	178408564	0.00010634541851	<0.01
ENSG00000021574	SPAST	2	32288680	32382706	6.52676537047e-06	<0.01
ENSG00000036257	CUL3	2	225334867	225450110	2.1728131213e-05	<0.01
ENSG00000040933	INPP4A	2	99061317	99207496	8.96950318912e-05	<0.01
ENSG00000048991	R3HDM1	2	136289025	136482840	2.6450290166e-10	<0.01
ENSG00000055917	PUM2	2	20448452	20551995	6.0083172147e-09	<0.01
ENSG00000057935	MTA3	2	42721709	42984087	1.8430019819e-09	<0.01
ENSG00000066032	CTNNA2	2	79412357	80875905	4.35500065673e-06	<0.01
ENSG00000068024	HDAC4	2	239969864	240323348	7.56548359273e-05	<0.01
ENSG00000071054	MAP4K4	2	102313312	102508449	7.92411929091e-06	<0.01
ENSG00000072182	ACCN4	2	220378892	220403494	0.000179129383341	<0.01
ENSG00000074054	CLASP1	2	122095354	122407163	2.71646041625e-08	<0.01
ENSG00000075340	ADD2	2	70834750	70995357	1.87838270194e-06	<0.01
ENSG00000075568	TMEM131	2	98372799	98612388	4.53008557006e-05	<0.01
ENSG00000078018	MAP2	2	210288782	210598842	1.34729113976e-06	<0.01
ENSG00000079156	OSBPL6	2	179059208	179264160	9.99785190676e-06	<0.01
ENSG00000082153	BZW1	2	201675317	201688569	0.000119426179145	<0.01
ENSG00000082898	XPO1	2	61704984	61765761	0.000161036824569	<0.01
ENSG00000084676	NCOA1	2	24714783	24993571	6.56112570601e-14	<0.01
ENSG00000084731	KIF3C	2	26149471	26205618	1.74971523079e-05	<0.01
ENSG00000084733	RAB10	2	26256976	26360323	2.93039605192e-07	<0.01
ENSG00000084764	MAPRE3	2	27193480	27250064	3.63251866622e-06	<0.01
ENSG00000088179	PTPN4	2	120517207	120741394	1.45479854232e-05	<0.01
ENSG00000114999	TTL	2	113239731	113290227	4.08028433632e-09	<0.01
ENSG00000115091	ACTR3	2	114647537	114720173	0.000161726022349	<0.01
ENSG00000115159	GPD2	2	157291802	157470247	0.000122104114593	<0.01
ENSG00000115207	GTF3C2	2	27548716	27579868	0.000110398056881	<0.01
ENSG00000115216	NRBP1	2	27650657	27665126	3.88703083723e-06	<0.01
ENSG00000115239	ASB3	2	53759810	54087297	8.14191762693e-05	<0.01
ENSG00000115274	INO80B	2	74682150	74688011	1.53255195403e-05	<0.01
ENSG00000115310	RTN4	2	55199325	55339757	4.92648690948e-05	<0.01
ENSG00000115355	CCDC88A	2	55514978	55647057	4.1965739073e-07	<0.01
ENSG00000115464	USP34	2	61414591	61697904	1.70360946036e-06	<0.01
ENSG00000115524	SF3B1	2	198256698	198299815	6.79976760764e-05	<0.01
ENSG00000115540	MOB4	2	198380295	198418423	9.51281392138e-05	<0.01
ENSG00000115548	KDM3A	2	86667770	86719839	5.81183980802e-05	<0.01
ENSG00000115561	CHMP3	2	86730554	86948245	4.60777925235e-05	<0.01
ENSG00000115685	PPP1R7	2	242088991	242123067	0.000144054849819	<0.01
ENSG00000115694	STK25	2	242432089	242449145	2.51223344228e-07	<0.01
ENSG00000115808	STRN	2	37070783	37193615	2.44415980412e-06	<0.01
ENSG00000115839	RAB3GAP1	2	135809835	135933964	4.00444441326e-07	<0.01
ENSG00000115904	SOS1	2	39208537	39351486	1.81707104574e-08	<0.01
ENSG00000115966	ATF2	2	175936978	176033110	3.62821306858e-09	<0.01
ENSG00000115977	AAK1	2	69688532	69901481	3.45341105456e-07	<0.01
ENSG00000116001	TIA1	2	70436576	70475792	1.36571506218e-05	<0.01
ENSG00000118263	KLF7	2	207938861	208031991	1.13110203597e-05	<0.01
ENSG00000119778	ATAD2B	2	23971534	24149984	0.000167989502948	<0.01
ENSG00000119801	YPEL5	2	30369807	30383399	2.00207926309e-06	<0.01
ENSG00000119866	BCL11A	2	60678302	60780702	6.1978242915e-05	<0.01
ENSG00000121964	GTDC1	2	144703321	145090135	6.54030261417e-06	<0.01
ENSG00000123636	BAZ2B	2	160175490	160473203	9.92095818536e-05	<0.01
ENSG00000124380	SNRNP27	2	70120692	70132707	6.76956672351e-05	<0.01
ENSG00000128655	PDE11A	2	178492797	178973081	0.000148275125599	<0.01
ENSG00000128683	GAD1	2	171669723	171717661	1.17095704319e-06	<0.01
ENSG00000130294	KIF1A	2	241653181	241759725	4.21993440961e-06	<0.01
ENSG00000132323	ILKAP	2	239079042	239112370	7.27552095857e-05	<0.01
ENSG00000132326	PER2	2	239152679	239198743	1.48676682538e-06	<0.01
ENSG00000134308	YWHAQ	2	9724101	9771143	3.32269522276e-06	<0.01
ENSG00000134313	KIDINS220	2	8865408	8977760	7.8862277543e-06	<0.01
ENSG00000134318	ROCK2	2	11319887	11488456	1.27828753891e-07	<0.01
ENSG00000135625	EGR4	2	73518058	73520833	2.07728536795e-05	<0.01
ENSG00000135945	REV1	2	100016938	100106497	2.70323682262e-05	<0.01
ENSG00000135999	EPC2	2	149402009	149545130	1.03683789004e-06	<0.01
ENSG00000136535	TBR1	2	162272605	162282381	7.18721203869e-07	<0.01
ENSG00000136536	MARCH7	2	160569000	160625359	0.000124330506553	<0.01
ENSG00000136715	SAP130	2	128698791	128785694	0.000118794214413	<0.01
ENSG00000138032	PPM1B	2	44395108	44471523	1.53774856902e-05	<0.01
ENSG00000138041	SMEK2	2	55774428	55846015	4.44767600613e-05	<0.01
ENSG00000138071	ACTR2	2	65454887	65498387	3.54018234099e-06	<0.01
ENSG00000138078	PREPL	2	44543420	44589001	3.55075502223e-05	<0.01
ENSG00000138081	FBXO11	2	48016455	48132932	3.90468811496e-09	<0.01
ENSG00000138439	FAM117B	2	203499901	203634480	0.000176939179816	<0.01
ENSG00000138443	ABI2	2	204192942	204301606	2.19721921109e-09	<0.01
ENSG00000143878	RHOB	2	20646835	20649200	2.46704970898e-05	<0.01
ENSG00000143933	CALM2	2	47272677	47403740	7.7239522055e-05	<0.01
ENSG00000144036	EXOC6B	2	72403113	73053177	4.74330641051e-07	<0.01
ENSG00000144357	UBR3	2	170683968	170940641	7.12772680808e-07	<0.01
ENSG00000144369	FAM171B	2	187558698	187630685	1.21374402217e-05	<0.01
ENSG00000144583	MARCH4	2	217122588	217236750	0.000188745870501	<0.01
ENSG00000152102	FAM168B	2	131805449	131851033	4.16035807251e-08	<0.01
ENSG00000153234	NR4A2	2	157180944	157198860	5.70400712699e-05	<0.01
ENSG00000153561	RMND5A	2	86947296	87005164	6.01106049813e-09	<0.01
ENSG00000157833	FAM59B	2	26395960	26412513	5.74541183972e-06	<0.01
ENSG00000157851	DPYSL5	2	27070615	27173219	2.39911801205e-05	<0.01
ENSG00000157985	AGAP1	2	236402733	237035198	3.64259302099e-05	<0.01
ENSG00000158019	BRE	2	28112808	28561768	0.000198640285666	<0.01
ENSG00000162989	KCNJ3	2	155554811	155714863	6.63028808087e-07	<0.01
ENSG00000163013	FBXO41	2	73481810	73511559	3.59241781684e-05	<0.01
ENSG00000163166	IWS1	2	128193783	128284462	0.000148443311103	<0.01
ENSG00000168280	KIF5C	2	149632819	149883273	2.38016638491e-05	<0.01
ENSG00000168385	SEPT2	2	242254515	242293442	0.000114587325077	<0.01
ENSG00000168395	ING5	2	242641450	242668893	4.57332227466e-06	<0.01
ENSG00000169564	PCBP1	2	70314585	70316332	1.38302162597e-06	<0.01
ENSG00000169967	MAP3K2	2	128056306	128146041	1.9520009468e-05	<0.01
ENSG00000170396	ZNF804A	2	185463093	185804219	9.36569650514e-07	<0.01
ENSG00000170500	LONRF2	2	100889753	100939195	2.85475475741e-08	<0.01
ENSG00000171132	PRKCE	2	45878484	46415129	2.41356499075e-08	<0.01
ENSG00000172845	SP3	2	174771187	174830430	7.10967187829e-06	<0.01
ENSG00000175874	CREG2	2	101965209	102004057	1.09505780249e-05	<0.01
ENSG00000176407	KCMF1	2	85198216	85282560	9.58039211075e-07	<0.01
ENSG00000176887	SOX11	2	5832799	5841516	5.43216883893e-05	<0.01
ENSG00000177519	RPRM	2	154333852	154335322	2.80354411827e-05	<0.01
ENSG00000178171	FAM123C	2	131513008	131525707	5.0047220606e-06	<0.01
ENSG00000178662	CSRNP3	2	166326157	166545917	1.59693751983e-07	<0.01
ENSG00000179915	NRXN1	2	50145643	51259674	1.54664899322e-05	<0.01
ENSG00000186487	MYT1L	2	1792885	2335032	3.08889233154e-05	<0.01
ENSG00000187605	TET3	2	74229840	74329698	5.50908611299e-05	<0.01
ENSG00000188760	TMEM198	2	220408385	220415317	2.12574354218e-05	<0.01
ENSG00000196950	SLC39A10	2	196440701	196602426	8.55446381288e-05	<0.01
ENSG00000198369	SPRED2	2	65537985	65659771	1.7609945411e-05	<0.01
ENSG00000198586	TLK1	2	171847333	172087824	1.46441294442e-08	<0.01
ENSG00000204217	BMPR2	2	203241659	203432474	8.29919559242e-06	<0.01
ENSG00000204843	DCTN1	2	74588281	74619214	3.12238951595e-06	<0.01
ENSG00000213160	KLHL23	2	170550998	170633499	5.63878778693e-07	<0.01
ENSG00000213639	PPP1CB	2	28974506	29025806	1.33813348736e-05	<0.01
ENSG00000221823	PPP3R1	2	68358370	68488362	2.83666426125e-09	<0.01
ENSG00000243943	ZNF512	2	27805897	27858041	8.83681929638e-05	<0.01
ENSG00000244567	ENSG00000244567	2	208686014	208687493	3.67953581428e-05	<0.01
ENSG00000008300	CELSR3	3	48673902	48700348	7.05547461658e-08	<0.01
ENSG00000010322	NISCH	3	52489134	52527087	4.81002757708e-09	<0.01
ENSG00000013293	SLC7A14	3	170182353	170303863	0.000517612855525	<0.01
ENSG00000047849	MAP4	3	47892182	48130769	6.74779636366e-06	<0.01
ENSG00000058866	DGKG	3	185823457	186080026	0.0001784582666	<0.01
ENSG00000061938	TNK2	3	195590235	195638816	0.000169998388413	<0.01
ENSG00000068745	IP6K2	3	48725436	48777786	0.000556988393537	<0.01
ENSG00000070087	PFN2	3	149682691	149768575	1.10780181058e-05	<0.01
ENSG00000070476	ZXDC	3	126156444	126194762	0.000410213706237	<0.01
ENSG00000075711	DLG1	3	196769431	197026171	2.38481972289e-06	<0.01
ENSG00000076201	PTPN23	3	47422501	47454931	4.71773907963e-05	<0.01
ENSG00000077097	TOP2B	3	25639475	25706398	7.88584600179e-05	<0.01
ENSG00000081154	PCNP	3	101292939	101313281	3.86276930221e-05	<0.01
ENSG00000082701	GSK3B	3	119540170	119813264	1.52283265358e-09	<0.01
ENSG00000088538	DOCK3	3	50712672	51421629	3.37407155412e-06	<0.01
ENSG00000090097	PCBP4	3	51991470	52008032	4.39268344331e-07	<0.01
ENSG00000091527	CDV3	3	133292574	133309105	0.000418079150651	<0.01
ENSG00000114026	OGG1	3	9791628	9829903	5.26087585421e-05	<0.01
ENSG00000114030	KPNA1	3	122140796	122233792	1.37495187847e-05	<0.01
ENSG00000114279	FGF12	3	191859684	192485553	0.000152903748425	<0.01
ENSG00000114316	USP4	3	49315264	49378145	7.41038645132e-05	<0.01
ENSG00000114405	C3orf14	3	62304648	62321888	6.61421323721e-05	<0.01
ENSG00000114439	BBX	3	107241783	107530171	0.000114708890192	<0.01
ENSG00000114631	PODXL2	3	127348024	127391652	3.91643884206e-09	<0.01
ENSG00000114646	CSPG5	3	47603729	47622282	1.85590593213e-05	<0.01
ENSG00000114784	EIF1B	3	40351175	40353915	1.96218615501e-05	<0.01
ENSG00000114861	FOXP1	3	71003844	71633140	5.13302444358e-06	<0.01
ENSG00000121871	SLITRK3	3	164904508	164914897	4.29330612156e-06	<0.01
ENSG00000121879	PIK3CA	3	178865902	178957881	0.000111432226851	<0.01
ENSG00000122068	FYTTD1	3	197464050	197511317	0.000624709233344	<0.01
ENSG00000131374	TBC1D5	3	17199899	18486309	0.000199027447848	<0.01
ENSG00000134072	CAMK1	3	9799026	9811676	0.000482351560919	<0.01
ENSG00000138468	SENP7	3	101043049	101232085	8.44114465365e-05	<0.01
ENSG00000144550	CPNE9	3	9745491	9771592	6.7571842861e-05	<0.01
ENSG00000144566	RAB5A	3	19988571	20026667	0.000193655781936	<0.01
ENSG00000144635	DYNC1LI1	3	32567463	32612366	7.27975425404e-08	<0.01
ENSG00000144834	TAGLN3	3	111717511	111732734	7.45552637407e-06	<0.01
ENSG00000144868	TMEM108	3	132757235	133116636	0.000333165948339	<0.01
ENSG00000145087	STXBP5L	3	120626919	121143608	0.000177675637402	<0.01
ENSG00000151090	THRB	3	24158651	24536773	2.78356569079e-05	<0.01
ENSG00000151276	MAGI1	3	65342053	66024509	5.24694858812e-06	<0.01
ENSG00000152601	MBNL1	3	151961617	152183569	1.39400863923e-05	<0.01
ENSG00000153266	FEZF2	3	62355356	62359999	1.82366060496e-08	<0.01
ENSG00000153560	UBP1	3	33429828	33482863	7.38000464546e-06	<0.01
ENSG00000154310	TNIK	3	170779128	171178197	4.85010434222e-05	<0.01
ENSG00000154822	PLCL2	3	16844159	17132094	0.000609913858353	<0.01
ENSG00000154917	RAB6B	3	133543083	133614680	8.30635187938e-07	<0.01
ENSG00000156976	EIF4A2	3	186500994	186507689	1.12463253545e-05	<0.01
ENSG00000161202	DVL3	3	183873176	183891398	6.88790061685e-07	<0.01
ENSG00000163320	CGGBP1	3	88101094	88199035	0.000181855259005	<0.01
ENSG00000163539	CLASP2	3	33537737	33759848	3.55770549459e-10	<0.01
